gene_ID,10-14 days,90 days,log2FC,log2ave,w,WAD
200017_at,12.112518284172674,11.940931099813508,-0.17158718435916676,12.026724691993092,0.8727000576627482,-0.14974414568443342
200018_at,12.453842716636451,12.396809428716049,-0.05703328792040452,12.425326072676247,0.9011217702588586,-0.0513939373745181
200019_s_at,12.829289687772592,12.649105276344518,-0.1801844114280744,12.739197482058554,0.9235019310458356,-0.16640065189818404
200020_at,10.300106953889866,10.195917681881484,-0.10418927200838368,10.248012317885674,0.7458714656458751,-0.0777118050174699
200021_at,12.343313263615707,12.417652047909195,0.07433878429348617,12.380482655762451,0.8979242732879071,0.06675059886383505
200022_at,11.449949389925347,11.279880473875831,-0.1700689160495159,11.364914931900593,0.825510640600489,-0.14039369983426667
200023_s_at,10.48940662475435,10.54343222115476,0.05402559640041105,10.516419422954556,0.7650098579563767,0.04133011382828699
200024_at,11.114486068041767,10.84527515137112,-0.2692109166706462,10.979880609706443,0.7980563080884322,-0.2148454702552785
200025_s_at,12.798058029408798,12.66232113825711,-0.13573689115168897,12.730189583832953,0.922859635492257,-0.12526609789109985
200026_at,12.33060993053857,12.175143538732389,-0.1554663918061827,12.252876734635478,0.8888255119900489,-0.1381824952943759
200027_at,10.75928033106224,10.506883699764598,-0.25239663129764267,10.63308201541342,0.7733283205464966,-0.19518546299299933
200028_s_at,10.459836340018748,10.177660687422293,-0.28217565259645383,10.31874851372052,0.7509152109151828,-0.21188998968459546
200029_at,12.138579600290116,11.964397565862708,-0.17418203442740854,12.051488583076411,0.8744658121965765,-0.15231623420561585
200030_s_at,11.261841318805535,11.195362466278327,-0.06647885252720975,11.228601892541931,0.8157910304448137,-0.05423285160596125
